season,week,date,weekday,kickoff_et,away_team,home_team,away_score,home_score,home_spread,total,ats_winner,over_under,roof,division_game,stadium
2024,9,2024-11-03,Sunday,13:00,MIA,BUF,27,30,-6.5,49.0,MIA,Over,outdoors,1,New Era Field
2024,9,2024-11-03,Sunday,13:00,NO,CAR,22,23,7.0,43.5,CAR,Over,outdoors,1,Bank of America Stadium
2024,9,2024-11-03,Sunday,13:00,LV,CIN,24,41,-8.0,45.0,CIN,Over,outdoors,0,Paycor Stadium
2024,9,2024-11-03,Sunday,13:00,LAC,CLE,27,10,2.0,42.5,LAC,Under,outdoors,0,FirstEnergy Stadium
2024,9,2024-11-03,Sunday,13:00,WAS,NYG,27,22,4.5,44.5,WAS,Over,outdoors,1,MetLife Stadium
2024,9,2024-11-03,Sunday,13:00,NE,TEN,17,20,-3.0,38.5,PUSH,Under,outdoors,0,Nissan Stadium
2024,9,2024-11-03,Sunday,16:05,CHI,ARI,9,29,-1.5,44.5,ARI,Under,closed,0,State Farm Stadium
2024,9,2024-11-03,Sunday,16:05,JAX,PHI,23,28,-7.5,46.0,JAX,Over,outdoors,0,Lincoln Financial Field
2024,9,2024-11-03,Sunday,16:25,DET,GB,24,14,2.5,47.5,DET,Under,outdoors,1,Lambeau Field
2024,9,2024-11-03,Sunday,16:25,LA,SEA,26,20,1.5,48.5,LA,Under,outdoors,1,Lumen Field
2024,9,2024-11-03,Sunday,20:20,IND,MIN,13,21,-6.5,47.0,MIN,Under,dome,0,U.S. Bank Stadium
2024,9,2024-11-04,Monday,20:15,TB,KC,24,30,-9.0,45.5,TB,Over,outdoors,0,GEHA Field at Arrowhead Stadium
2024,10,2024-11-07,Thursday,20:15,CIN,BAL,34,35,-6.0,53.0,CIN,Over,outdoors,1,M&T Bank Stadium
2024,10,2024-11-10,Sunday,09:30,NYG,CAR,17,20,6.5,40.5,CAR,Under,outdoors,0,Allianz Arena
2024,10,2024-11-10,Sunday,13:00,NE,CHI,19,3,-6.5,37.5,NE,Under,outdoors,0,Soldier Field
2024,10,2024-11-10,Sunday,13:00,BUF,IND,30,20,4.5,46.5,BUF,Over,closed,0,Lucas Oil Stadium
2024,10,2024-11-10,Sunday,13:00,MIN,JAX,12,7,7.0,42.5,JAX,Under,outdoors,0,TIAA Bank Stadium
2024,10,2024-11-10,Sunday,13:00,DEN,KC,14,16,-7.5,42.5,DEN,Under,outdoors,1,GEHA Field at Arrowhead Stadium
2024,10,2024-11-10,Sunday,13:00,ATL,NO,17,20,3.5,46.5,NO,Under,dome,1,Mercedes-Benz Superdome
2024,10,2024-11-10,Sunday,13:00,SF,TB,23,20,6.5,50.5,TB,Under,outdoors,0,Raymond James Stadium
2024,10,2024-11-10,Sunday,13:00,PIT,WAS,28,27,-1.5,45.0,PIT,Over,outdoors,0,FedExField
2024,10,2024-11-10,Sunday,16:05,TEN,LAC,17,27,-8.0,40.0,LAC,Over,dome,0,SoFi Stadium
2024,10,2024-11-10,Sunday,16:25,NYJ,ARI,6,31,2.0,45.5,ARI,Under,closed,0,State Farm Stadium
2024,10,2024-11-10,Sunday,16:25,PHI,DAL,34,6,7.5,44.5,PHI,Under,closed,1,AT&T Stadium
2024,10,2024-11-10,Sunday,20:20,DET,HOU,26,23,4.5,49.0,HOU,Push,closed,0,NRG Stadium
2024,10,2024-11-11,Monday,20:15,MIA,LA,23,15,-2.5,49.5,MIA,Under,dome,0,SoFi Stadium
2024,11,2024-11-14,Thursday,20:15,WAS,PHI,18,26,-4.5,49.5,PHI,Under,outdoors,1,Lincoln Financial Field
2024,11,2024-11-17,Sunday,13:00,GB,CHI,20,19,6.0,41.0,CHI,Under,outdoors,1,Soldier Field
2024,11,2024-11-17,Sunday,13:00,JAX,DET,6,52,-14.0,47.5,DET,Over,dome,0,Ford Field
2024,11,2024-11-17,Sunday,13:00,LV,MIA,19,34,-8.0,43.5,MIA,Over,outdoors,0,Hard Rock Stadium
2024,11,2024-11-17,Sunday,13:00,LA,NE,28,22,4.0,42.5,LA,Over,outdoors,0,Gillette Stadium
2024,11,2024-11-17,Sunday,13:00,CLE,NO,14,35,1.0,44.0,NO,Over,dome,0,Mercedes-Benz Superdome
2024,11,2024-11-17,Sunday,13:00,IND,NYJ,28,27,-4.0,43.0,IND,Over,outdoors,0,MetLife Stadium
2024,11,2024-11-17,Sunday,13:00,BAL,PIT,16,18,3.0,48.0,PIT,Under,outdoors,1,Acrisure Stadium
2024,11,2024-11-17,Sunday,13:00,MIN,TEN,23,13,6.0,40.0,MIN,Under,outdoors,0,Nissan Stadium
2024,11,2024-11-17,Sunday,16:05,ATL,DEN,6,38,-2.0,44.5,DEN,Under,outdoors,0,Empower Field at Mile High
2024,11,2024-11-17,Sunday,16:05,SEA,SF,20,17,-6.0,49.0,SEA,Under,outdoors,1,Levi's Stadium
2024,11,2024-11-17,Sunday,16:25,KC,BUF,21,30,-2.5,46.5,BUF,Over,outdoors,0,New Era Field
2024,11,2024-11-17,Sunday,20:20,CIN,LAC,27,34,-1.0,48.0,LAC,Over,dome,0,SoFi Stadium
2024,11,2024-11-18,Monday,20:15,HOU,DAL,34,10,7.5,41.5,HOU,Over,closed,0,AT&T Stadium
2024,12,2024-11-21,Thursday,20:15,PIT,CLE,19,24,3.5,36.5,CLE,Over,outdoors,1,FirstEnergy Stadium
2024,12,2024-11-24,Sunday,13:00,KC,CAR,30,27,11.0,43.0,CAR,Over,outdoors,0,Bank of America Stadium
2024,12,2024-11-24,Sunday,13:00,MIN,CHI,30,27,3.0,39.5,PUSH,Over,outdoors,1,Soldier Field
2024,12,2024-11-24,Sunday,13:00,TEN,HOU,32,27,-8.0,40.5,TEN,Over,closed,1,NRG Stadium
2024,12,2024-11-24,Sunday,13:00,DET,IND,24,6,7.0,50.5,DET,Under,closed,0,Lucas Oil Stadium
2024,12,2024-11-24,Sunday,13:00,NE,MIA,15,34,-7.5,46.0,MIA,Over,outdoors,1,Hard Rock Stadium
2024,12,2024-11-24,Sunday,13:00,TB,NYG,30,7,6.5,40.5,TB,Under,outdoors,0,MetLife Stadium
2024,12,2024-11-24,Sunday,13:00,DAL,WAS,34,26,-10.5,45.0,DAL,Over,outdoors,1,FedExField
2024,12,2024-11-24,Sunday,16:05,DEN,LV,29,19,6.5,41.5,DEN,Over,dome,1,Allegiant Stadium
2024,12,2024-11-24,Sunday,16:25,SF,GB,10,38,-6.5,44.5,GB,Over,outdoors,0,Lambeau Field
2024,12,2024-11-24,Sunday,16:25,ARI,SEA,6,16,1.0,46.5,SEA,Under,outdoors,1,Lumen Field
2024,12,2024-11-24,Sunday,20:20,PHI,LA,37,20,3.0,49.0,PHI,Over,dome,0,SoFi Stadium
2024,12,2024-11-25,Monday,20:15,BAL,LAC,30,23,3.0,51.0,BAL,Over,dome,0,SoFi Stadium
2024,13,2024-11-28,Thursday,12:30,CHI,DET,20,23,-9.5,47.5,CHI,Under,dome,1,Ford Field
2024,13,2024-11-28,Thursday,16:30,NYG,DAL,20,27,-4.5,39.0,DAL,Over,closed,1,AT&T Stadium
2024,13,2024-11-28,Thursday,20:20,MIA,GB,17,30,-3.5,47.5,GB,Under,outdoors,0,Lambeau Field
2024,13,2024-11-29,Friday,15:00,LV,KC,17,19,-13.5,42.0,LV,Under,outdoors,1,GEHA Field at Arrowhead Stadium
2024,13,2024-12-01,Sunday,13:00,LAC,ATL,17,13,1.0,47.0,LAC,Under,closed,0,Mercedes-Benz Stadium
2024,13,2024-12-01,Sunday,13:00,PIT,CIN,44,38,-3.0,46.0,PIT,Over,outdoors,1,Paycor Stadium
2024,13,2024-12-01,Sunday,13:00,HOU,JAX,23,20,3.5,44.5,JAX,Under,outdoors,1,TIAA Bank Stadium
2024,13,2024-12-01,Sunday,13:00,ARI,MIN,22,23,-3.5,45.5,ARI,Under,dome,0,U.S. Bank Stadium
2024,13,2024-12-01,Sunday,13:00,IND,NE,25,24,2.5,41.5,NE,Over,outdoors,0,Gillette Stadium
2024,13,2024-12-01,Sunday,13:00,SEA,NYJ,26,21,-1.0,41.5,SEA,Over,outdoors,0,MetLife Stadium
2024,13,2024-12-01,Sunday,13:00,TEN,WAS,19,42,-6.0,45.0,WAS,Over,outdoors,0,FedExField
2024,13,2024-12-01,Sunday,16:05,TB,CAR,26,23,6.5,46.0,CAR,Over,outdoors,1,Bank of America Stadium
2024,13,2024-12-01,Sunday,16:05,LA,NO,21,14,2.5,48.5,LA,Under,dome,0,Mercedes-Benz Superdome
2024,13,2024-12-01,Sunday,16:25,PHI,BAL,24,19,-3.0,50.0,PHI,Under,outdoors,0,M&T Bank Stadium
2024,13,2024-12-01,Sunday,20:20,SF,BUF,10,35,-6.5,45.0,BUF,Push,outdoors,0,New Era Field
2024,13,2024-12-02,Monday,20:15,CLE,DEN,32,41,-6.5,41.5,DEN,Over,outdoors,0,Empower Field at Mile High
2024,14,2024-12-05,Thursday,20:15,GB,DET,31,34,-3.0,53.0,PUSH,Over,dome,1,Ford Field
2024,14,2024-12-08,Sunday,13:00,NYJ,MIA,26,32,-6.5,45.0,NYJ,Over,outdoors,1,Hard Rock Stadium
2024,14,2024-12-08,Sunday,13:00,ATL,MIN,21,42,-6.0,46.5,MIN,Over,dome,0,U.S. Bank Stadium
2024,14,2024-12-08,Sunday,13:00,NO,NYG,14,11,5.5,41.0,NYG,Under,outdoors,0,MetLife Stadium
2024,14,2024-12-08,Sunday,13:00,CAR,PHI,16,22,-14.0,44.5,CAR,Under,outdoors,0,Lincoln Financial Field
2024,14,2024-12-08,Sunday,13:00,CLE,PIT,14,27,-6.0,43.0,PIT,Under,outdoors,1,Acrisure Stadium
2024,14,2024-12-08,Sunday,13:00,LV,TB,13,28,-7.0,47.0,TB,Under,outdoors,0,Raymond James Stadium
2024,14,2024-12-08,Sunday,13:00,JAX,TEN,10,6,-3.0,40.0,JAX,Under,outdoors,1,Nissan Stadium
2024,14,2024-12-08,Sunday,16:05,SEA,ARI,30,18,-3.0,45.5,SEA,Over,closed,1,State Farm Stadium
2024,14,2024-12-08,Sunday,16:25,BUF,LA,42,44,3.5,49.5,LA,Over,dome,0,SoFi Stadium
2024,14,2024-12-08,Sunday,16:25,CHI,SF,13,38,-3.0,43.5,SF,Over,outdoors,0,Levi's Stadium
2024,14,2024-12-08,Sunday,20:20,LAC,KC,17,19,-5.0,43.5,LAC,Under,outdoors,1,GEHA Field at Arrowhead Stadium
2024,14,2024-12-09,Monday,20:15,CIN,DAL,27,20,5.0,51.0,CIN,Under,closed,0,AT&T Stadium
2024,15,2024-12-12,Thursday,20:15,LA,SF,12,6,-3.0,48.5,LA,Under,outdoors,1,Levi's Stadium
2024,15,2024-12-15,Sunday,13:00,DAL,CAR,30,14,-2.5,42.0,DAL,Over,outdoors,0,Bank of America Stadium
2024,15,2024-12-15,Sunday,13:00,KC,CLE,21,7,4.5,41.5,KC,Under,outdoors,0,FirstEnergy Stadium
2024,15,2024-12-15,Sunday,13:00,MIA,HOU,12,20,-2.5,46.5,HOU,Under,closed,0,NRG Stadium
2024,15,2024-12-15,Sunday,13:00,NYJ,JAX,32,25,3.5,41.5,NYJ,Over,outdoors,0,TIAA Bank Stadium
2024,15,2024-12-15,Sunday,13:00,WAS,NO,20,19,7.5,44.5,NO,Under,dome,0,Mercedes-Benz Superdome
2024,15,2024-12-15,Sunday,13:00,BAL,NYG,35,14,16.5,43.5,BAL,Over,outdoors,0,MetLife Stadium
2024,15,2024-12-15,Sunday,13:00,CIN,TEN,37,27,6.0,46.5,CIN,Over,outdoors,0,Nissan Stadium
2024,15,2024-12-15,Sunday,16:25,NE,ARI,17,30,-6.0,46.5,ARI,Over,closed,0,State Farm Stadium
2024,15,2024-12-15,Sunday,16:25,IND,DEN,13,31,-4.5,43.5,DEN,Over,outdoors,0,Empower Field at Mile High
2024,15,2024-12-15,Sunday,16:25,BUF,DET,48,42,-2.5,55.5,BUF,Over,dome,0,Ford Field
2024,15,2024-12-15,Sunday,16:25,TB,LAC,40,17,-3.0,46.0,TB,Over,dome,0,SoFi Stadium
2024,15,2024-12-15,Sunday,16:25,PIT,PHI,13,27,-5.5,43.0,PHI,Under,outdoors,0,Lincoln Financial Field
2024,15,2024-12-15,Sunday,20:20,GB,SEA,30,13,3.0,48.0,GB,Under,outdoors,0,Lumen Field
2024,15,2024-12-16,Monday,20:00,CHI,MIN,12,30,-7.0,43.5,MIN,Under,dome,1,U.S. Bank Stadium
2024,15,2024-12-16,Monday,20:30,ATL,LV,15,9,6.5,44.5,LV,Under,dome,0,Allegiant Stadium
2024,16,2024-12-19,Thursday,20:15,DEN,LAC,27,34,-3.0,41.5,LAC,Over,dome,1,SoFi Stadium
2024,16,2024-12-21,Saturday,13:00,HOU,KC,19,27,-3.5,42.5,KC,Over,outdoors,0,GEHA Field at Arrowhead Stadium
2024,16,2024-12-21,Saturday,16:30,PIT,BAL,17,34,-7.0,44.5,BAL,Over,outdoors,1,M&T Bank Stadium
2024,16,2024-12-22,Sunday,13:00,NYG,ATL,7,34,-9.5,42.5,ATL,Under,closed,0,Mercedes-Benz Stadium
2024,16,2024-12-22,Sunday,13:00,ARI,CAR,30,36,5.5,47.0,CAR,Over,outdoors,0,Bank of America Stadium
2024,16,2024-12-22,Sunday,13:00,DET,CHI,34,17,7.0,47.5,DET,Over,outdoors,1,Soldier Field
2024,16,2024-12-22,Sunday,13:00,CLE,CIN,6,24,-10.0,46.5,CIN,Under,outdoors,1,Paycor Stadium
2024,16,2024-12-22,Sunday,13:00,TEN,IND,30,38,-4.0,42.5,IND,Over,closed,1,Lucas Oil Stadium
2024,16,2024-12-22,Sunday,13:00,LA,NYJ,19,9,3.0,47.0,LA,Under,outdoors,0,MetLife Stadium
2024,16,2024-12-22,Sunday,13:00,PHI,WAS,33,36,4.0,47.0,WAS,Over,outdoors,1,FedExField
2024,16,2024-12-22,Sunday,16:05,MIN,SEA,27,24,2.5,43.0,MIN,Over,outdoors,0,Lumen Field
2024,16,2024-12-22,Sunday,16:25,NE,BUF,21,24,-14.0,48.0,NE,Under,outdoors,1,New Era Field
2024,16,2024-12-22,Sunday,16:25,JAX,LV,14,19,-2.5,41.5,LV,Under,dome,0,Allegiant Stadium
2024,16,2024-12-22,Sunday,16:25,SF,MIA,17,29,2.0,44.0,MIA,Over,outdoors,0,Hard Rock Stadium
2024,16,2024-12-22,Sunday,20:20,TB,DAL,24,26,4.5,47.5,DAL,Over,closed,0,AT&T Stadium
2024,16,2024-12-23,Monday,20:15,NO,GB,0,34,-14.0,44.0,GB,Under,outdoors,0,Lambeau Field
2024,17,2024-12-25,Wednesday,13:00,KC,PIT,29,10,3.0,43.5,KC,Under,outdoors,0,Acrisure Stadium
2024,17,2024-12-25,Wednesday,16:30,BAL,HOU,31,2,5.5,46.5,BAL,Under,closed,0,NRG Stadium
2024,17,2024-12-26,Thursday,20:15,SEA,CHI,6,3,3.5,43.5,CHI,Under,outdoors,0,Soldier Field
2024,17,2024-12-28,Saturday,13:00,LAC,NE,40,7,6.0,42.0,LAC,Over,outdoors,0,Gillette Stadium
2024,17,2024-12-28,Saturday,16:30,DEN,CIN,24,30,-3.5,50.5,CIN,Over,outdoors,0,Paycor Stadium
2024,17,2024-12-28,Saturday,20:15,ARI,LA,9,13,-6.5,48.0,ARI,Under,dome,1,SoFi Stadium
2024,17,2024-12-29,Sunday,13:00,NYJ,BUF,14,40,-10.0,44.5,BUF,Over,outdoors,1,New Era Field
2024,17,2024-12-29,Sunday,13:00,TEN,JAX,13,20,1.0,38.0,JAX,Under,outdoors,1,TIAA Bank Stadium
2024,17,2024-12-29,Sunday,13:00,LV,NO,25,10,2.0,37.5,LV,Under,dome,0,Mercedes-Benz Superdome
2024,17,2024-12-29,Sunday,13:00,IND,NYG,33,45,7.5,40.5,NYG,Over,outdoors,0,MetLife Stadium
2024,17,2024-12-29,Sunday,13:00,DAL,PHI,7,41,-7.5,37.5,PHI,Over,outdoors,1,Lincoln Financial Field
2024,17,2024-12-29,Sunday,13:00,CAR,TB,14,48,-9.5,47.5,TB,Over,outdoors,1,Raymond James Stadium
2024,17,2024-12-29,Sunday,16:05,MIA,CLE,20,3,3.0,32.5,MIA,Under,outdoors,0,FirstEnergy Stadium
2024,17,2024-12-29,Sunday,16:25,GB,MIN,25,27,1.0,49.0,MIN,Over,dome,1,U.S. Bank Stadium
2024,17,2024-12-29,Sunday,20:20,ATL,WAS,24,30,-3.5,46.5,WAS,Over,outdoors,0,FedExField
2024,17,2024-12-30,Monday,20:15,DET,SF,40,34,4.0,50.5,DET,Over,outdoors,0,Levi's Stadium
2024,18,2025-01-04,Saturday,16:30,CLE,BAL,10,35,-19.5,42.5,BAL,Over,outdoors,1,M&T Bank Stadium
2024,18,2025-01-04,Saturday,20:00,CIN,PIT,19,17,2.5,48.5,PIT,Under,outdoors,1,Acrisure Stadium
2024,18,2025-01-05,Sunday,13:00,CAR,ATL,44,38,-7.5,48.5,CAR,Over,closed,1,Mercedes-Benz Stadium
2024,18,2025-01-05,Sunday,13:00,WAS,DAL,23,19,7.0,43.5,DAL,Under,closed,1,AT&T Stadium
2024,18,2025-01-05,Sunday,13:00,CHI,GB,24,22,-10.0,41.5,CHI,Over,outdoors,1,Lambeau Field
2024,18,2025-01-05,Sunday,13:00,JAX,IND,23,26,-3.5,45.5,JAX,Over,closed,1,Lucas Oil Stadium
2024,18,2025-01-05,Sunday,13:00,BUF,NE,16,23,3.0,36.5,NE,Over,outdoors,1,Gillette Stadium
2024,18,2025-01-05,Sunday,13:00,NYG,PHI,13,20,-3.0,36.5,PHI,Under,outdoors,1,Lincoln Financial Field
2024,18,2025-01-05,Sunday,13:00,NO,TB,19,27,-14.5,44.5,NO,Over,outdoors,1,Raymond James Stadium
2024,18,2025-01-05,Sunday,13:00,HOU,TEN,23,14,-2.5,36.5,HOU,Over,outdoors,1,Nissan Stadium
2024,18,2025-01-05,Sunday,16:25,SF,ARI,24,47,-4.5,42.5,ARI,Over,closed,1,State Farm Stadium
2024,18,2025-01-05,Sunday,16:25,KC,DEN,0,38,-10.5,40.5,DEN,Under,outdoors,1,Empower Field at Mile High
2024,18,2025-01-05,Sunday,16:25,SEA,LA,30,25,7.5,38.5,LA,Over,dome,1,SoFi Stadium
2024,18,2025-01-05,Sunday,16:25,LAC,LV,34,20,7.0,42.5,LAC,Over,dome,1,Allegiant Stadium
2024,18,2025-01-05,Sunday,16:25,MIA,NYJ,20,32,-1.5,39.5,NYJ,Over,outdoors,1,MetLife Stadium
2024,18,2025-01-05,Sunday,20:20,MIN,DET,9,31,-3.0,56.5,DET,Under,dome,1,Ford Field
2025,1,2025-09-04,Thursday,20:20,DAL,PHI,20,24,-8.5,47.5,DAL,Under,outdoors,1,Lincoln Financial Field
2025,1,2025-09-05,Friday,20:00,KC,LAC,21,27,3.0,47.5,LAC,Over,dome,1,SoFi Stadium
2025,1,2025-09-07,Sunday,13:00,TB,ATL,23,20,1.5,47.5,TB,Under,closed,1,Mercedes-Benz Stadium
2025,1,2025-09-07,Sunday,13:00,CIN,CLE,17,16,5.5,47.5,CLE,Under,outdoors,1,FirstEnergy Stadium
2025,1,2025-09-07,Sunday,13:00,MIA,IND,8,33,-1.5,47.5,IND,Under,closed,0,Lucas Oil Stadium
2025,1,2025-09-07,Sunday,13:00,CAR,JAX,10,26,-4.5,45.5,JAX,Under,outdoors,0,TIAA Bank Stadium
2025,1,2025-09-07,Sunday,13:00,LV,NE,20,13,-2.5,44.5,LV,Under,outdoors,0,Gillette Stadium
2025,1,2025-09-07,Sunday,13:00,ARI,NO,20,13,6.0,44.5,ARI,Under,dome,0,Mercedes-Benz Superdome
2025,1,2025-09-07,Sunday,13:00,PIT,NYJ,34,32,3.0,37.5,NYJ,Over,outdoors,0,MetLife Stadium
2025,1,2025-09-07,Sunday,13:00,NYG,WAS,6,21,-6.0,45.5,WAS,Under,outdoors,1,FedExField
2025,1,2025-09-07,Sunday,16:05,TEN,DEN,12,20,-8.5,42.5,TEN,Under,outdoors,0,Empower Field at Mile High
2025,1,2025-09-07,Sunday,16:05,SF,SEA,17,13,2.5,43.5,SF,Under,outdoors,1,Lumen Field
2025,1,2025-09-07,Sunday,16:25,DET,GB,13,27,-1.5,48.5,GB,Under,outdoors,1,Lambeau Field
2025,1,2025-09-07,Sunday,16:25,HOU,LA,9,14,-3.5,43.5,LA,Under,dome,0,SoFi Stadium
2025,1,2025-09-07,Sunday,20:20,BAL,BUF,40,41,1.5,50.5,BUF,Over,outdoors,0,New Era Field
2025,1,2025-09-08,Monday,20:15,MIN,CHI,27,24,1.5,43.5,MIN,Over,outdoors,1,Soldier Field
2025,2,2025-09-11,Thursday,20:15,WAS,GB,18,27,-3.5,48.5,GB,Under,outdoors,0,Lambeau Field
2025,2,2025-09-14,Sunday,13:00,CLE,BAL,17,41,-12.5,46.5,BAL,Over,outdoors,1,M&T Bank Stadium
2025,2,2025-09-14,Sunday,13:00,JAX,CIN,27,31,-3.5,49.5,CIN,Over,outdoors,0,Paycor Stadium
2025,2,2025-09-14,Sunday,13:00,NYG,DAL,37,40,-4.5,44.5,NYG,Over,closed,1,AT&T Stadium
2025,2,2025-09-14,Sunday,13:00,CHI,DET,21,52,-6.0,46.5,DET,Over,dome,1,Ford Field
2025,2,2025-09-14,Sunday,13:00,NE,MIA,33,27,-1.5,43.5,NE,Over,outdoors,1,Hard Rock Stadium
2025,2,2025-09-14,Sunday,13:00,SF,NO,26,21,3.0,40.5,SF,Over,dome,0,Mercedes-Benz Superdome
2025,2,2025-09-14,Sunday,13:00,BUF,NYJ,30,10,6.0,47.5,BUF,Under,outdoors,1,MetLife Stadium
2025,2,2025-09-14,Sunday,13:00,SEA,PIT,31,17,-3.5,40.5,SEA,Over,outdoors,0,Acrisure Stadium
2025,2,2025-09-14,Sunday,13:00,LA,TEN,33,19,5.5,41.5,LA,Over,outdoors,0,Nissan Stadium
2025,2,2025-09-14,Sunday,16:05,CAR,ARI,22,27,-7.0,45.5,CAR,Over,closed,0,State Farm Stadium
2025,2,2025-09-14,Sunday,16:05,DEN,IND,28,29,2.5,43.5,IND,Over,closed,0,Lucas Oil Stadium
2025,2,2025-09-14,Sunday,16:25,PHI,KC,20,17,1.5,46.5,PHI,Under,outdoors,0,GEHA Field at Arrowhead Stadium
2025,2,2025-09-14,Sunday,20:20,ATL,MIN,22,6,-3.5,44.5,ATL,Under,dome,0,U.S. Bank Stadium
2025,2,2025-09-15,Monday,19:00,TB,HOU,20,19,-2.5,42.5,TB,Under,closed,0,NRG Stadium
2025,2,2025-09-15,Monday,22:00,LAC,LV,20,9,3.5,46.5,LAC,Under,dome,1,Allegiant Stadium
2025,3,2025-09-18,Thursday,20:15,MIA,BUF,21,31,-12.5,50.5,MIA,Over,outdoors,1,New Era Field
2025,3,2025-09-21,Sunday,13:00,ATL,CAR,0,30,5.5,44.5,CAR,Under,outdoors,1,Bank of America Stadium
2025,3,2025-09-21,Sunday,13:00,GB,CLE,10,13,8.5,41.5,CLE,Under,outdoors,0,FirstEnergy Stadium
2025,3,2025-09-21,Sunday,13:00,HOU,JAX,10,17,-1.5,43.5,JAX,Under,outdoors,1,TIAA Bank Stadium
2025,3,2025-09-21,Sunday,13:00,CIN,MIN,10,48,-3.0,41.5,MIN,Over,dome,0,U.S. Bank Stadium
2025,3,2025-09-21,Sunday,13:00,PIT,NE,21,14,1.5,44.5,PIT,Under,outdoors,0,Gillette Stadium
2025,3,2025-09-21,Sunday,13:00,LA,PHI,26,33,-3.5,45.5,PHI,Over,outdoors,0,Lincoln Financial Field
2025,3,2025-09-21,Sunday,13:00,NYJ,TB,27,29,-6.5,43.5,NYJ,Over,outdoors,0,Raymond James Stadium
2025,3,2025-09-21,Sunday,13:00,IND,TEN,41,20,6.0,43.5,IND,Over,outdoors,1,Nissan Stadium
2025,3,2025-09-21,Sunday,13:00,LV,WAS,24,41,-2.5,43.5,WAS,Over,outdoors,0,FedExField
2025,3,2025-09-21,Sunday,16:05,DEN,LAC,20,23,-2.5,45.5,LAC,Under,dome,1,SoFi Stadium
2025,3,2025-09-21,Sunday,16:05,NO,SEA,13,44,-7.5,41.5,SEA,Over,outdoors,0,Lumen Field
2025,3,2025-09-21,Sunday,16:25,DAL,CHI,14,31,1.5,49.5,CHI,Under,outdoors,0,Soldier Field
2025,3,2025-09-21,Sunday,16:25,ARI,SF,15,16,-1.5,44.5,ARI,Under,outdoors,1,Levi's Stadium
2025,3,2025-09-21,Sunday,20:20,KC,NYG,22,9,6.0,44.5,KC,Under,outdoors,0,MetLife Stadium
2025,3,2025-09-22,Monday,20:15,DET,BAL,38,30,-4.5,53.5,DET,Over,outdoors,0,M&T Bank Stadium
2025,4,2025-09-25,Thursday,20:15,SEA,ARI,23,20,1.5,43.5,SEA,Under,closed,1,State Farm Stadium
2025,4,2025-09-28,Sunday,09:30,MIN,PIT,21,24,2.5,41.5,PIT,Over,outdoors,0,Acrisure Stadium
2025,4,2025-09-28,Sunday,13:00,WAS,ATL,27,34,-2.5,43.5,ATL,Over,closed,0,Mercedes-Benz Stadium
2025,4,2025-09-28,Sunday,13:00,NO,BUF,19,31,-15.5,48.5,NO,Over,outdoors,0,New Era Field
2025,4,2025-09-28,Sunday,13:00,CLE,DET,10,34,-10.0,44.5,DET,Under,dome,0,Ford Field
2025,4,2025-09-28,Sunday,13:00,TEN,HOU,0,26,-7.5,39.5,HOU,Under,closed,1,NRG Stadium
2025,4,2025-09-28,Sunday,13:00,CAR,NE,13,42,-5.5,42.5,NE,Over,outdoors,0,Gillette Stadium
2025,4,2025-09-28,Sunday,13:00,LAC,NYG,18,21,6.0,43.5,NYG,Under,outdoors,0,MetLife Stadium
2025,4,2025-09-28,Sunday,13:00,PHI,TB,31,25,3.5,44.5,PHI,Over,outdoors,0,Raymond James Stadium
2025,4,2025-09-28,Sunday,16:05,IND,LA,20,27,-3.5,49.5,LA,Under,dome,0,SoFi Stadium
2025,4,2025-09-28,Sunday,16:05,JAX,SF,26,21,-3.5,45.5,JAX,Over,outdoors,0,Levi's Stadium
2025,4,2025-09-28,Sunday,16:25,BAL,KC,20,37,2.5,48.5,KC,Over,outdoors,0,GEHA Field at Arrowhead Stadium
2025,4,2025-09-28,Sunday,16:25,CHI,LV,25,24,-1.5,47.5,CHI,Over,dome,0,Allegiant Stadium
2025,4,2025-09-28,Sunday,20:20,GB,DAL,40,40,7.0,47.5,DAL,Over,closed,0,AT&T Stadium
2025,4,2025-09-29,Monday,19:15,NYJ,MIA,21,27,-2.5,44.5,MIA,Over,outdoors,1,Hard Rock Stadium
2025,4,2025-09-29,Monday,20:15,CIN,DEN,3,28,-7.5,44.5,DEN,Under,outdoors,0,Empower Field at Mile High
2025,5,2025-10-02,Thursday,20:15,SF,LA,26,23,-8.5,43.5,SF,Over,dome,1,SoFi Stadium
2025,5,2025-10-05,Sunday,09:30,MIN,CLE,21,17,3.5,35.5,MIN,Over,outdoors,0,FirstEnergy Stadium
2025,5,2025-10-05,Sunday,13:00,HOU,BAL,44,10,2.5,41.5,HOU,Over,outdoors,0,M&T Bank Stadium
2025,5,2025-10-05,Sunday,13:00,MIA,CAR,24,27,1.5,44.5,CAR,Over,outdoors,0,Bank of America Stadium
2025,5,2025-10-05,Sunday,13:00,LV,IND,6,40,-7.0,46.5,IND,Under,closed,0,Lucas Oil Stadium
2025,5,2025-10-05,Sunday,13:00,NYG,NO,14,26,-1.5,41.5,NO,Under,dome,0,Mercedes-Benz Superdome
2025,5,2025-10-05,Sunday,13:00,DAL,NYJ,37,22,-1.5,48.5,DAL,Over,outdoors,0,MetLife Stadium
2025,5,2025-10-05,Sunday,13:00,DEN,PHI,21,17,-3.5,44.5,DEN,Under,outdoors,0,Lincoln Financial Field
